2023-01-05T18:52:55+00:00 INFO Start-Cartflows_Admin_Report_Emails::send_weekly_report_email
2023-01-05T18:52:55+00:00 INFO Send weekly emails to aminjavan22478@gmail.com
2023-01-05T18:52:55+00:00 INFO Total Revenue: 0.00
2023-01-05T18:54:02+00:00 INFO Is weekly report enabled: enable
2023-01-05T18:54:25+00:00 INFO Is weekly report enabled: enable
2023-01-05T18:55:14+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:01:16+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:01:28+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:02:08+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:02:40+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:03:13+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:03:30+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:03:41+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:04:13+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:04:35+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:04:41+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:05:36+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:05:42+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:06:15+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:06:25+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:06:34+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:07:31+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:08:31+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:09:31+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:09:31+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:09:31+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:10:34+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:11:33+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:11:34+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:12:35+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:12:52+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:13:53+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:13:58+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:13:59+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:14:09+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:14:09+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:14:36+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:15:10+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:15:17+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:16:19+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:16:36+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:17:19+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:17:22+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:19:23+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:19:33+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:19:54+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:20:09+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:20:33+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:21:10+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:22:10+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:22:18+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:22:34+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:23:11+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:23:35+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:23:45+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:23:46+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:23:53+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:24:02+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:24:18+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:24:24+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:24:36+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:24:37+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:24:56+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:25:16+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:25:37+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:25:52+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:25:55+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:25:55+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:25:56+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:26:49+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:26:56+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:27:30+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:27:38+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:27:56+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:28:06+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:28:06+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:28:14+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:28:16+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:28:23+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:28:31+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:28:44+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:28:46+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:28:47+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:28:59+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:29:00+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:29:38+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:29:41+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:29:41+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:29:45+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:29:56+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:30:15+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:31:37+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:31:48+00:00 INFO Is weekly report enabled: enable
2023-01-05T19:31:49+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:25:54+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:26:00+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:26:40+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:26:46+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:26:58+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:27:38+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:27:57+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:27:58+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:28:13+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:28:28+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:28:29+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:29:00+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:29:03+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:29:08+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:29:10+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:29:10+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:29:25+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:29:40+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:29:57+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:29:58+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:30:46+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:30:58+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:31:00+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:31:04+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:31:25+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:31:33+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:31:34+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:31:59+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:32:00+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:32:01+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:32:16+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:32:34+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:33:00+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:33:36+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:34:03+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:34:05+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:34:09+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:34:17+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:34:18+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:34:19+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:34:33+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:34:48+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:34:50+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:34:54+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:35:01+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:35:04+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:35:05+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:35:07+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:35:08+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:35:09+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:35:18+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:35:33+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:35:48+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:36:04+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:36:18+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:36:18+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:36:33+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:36:48+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:37:01+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:37:04+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:37:07+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:37:07+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:37:18+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:37:19+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:37:34+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:37:48+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:38:04+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:38:06+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:38:19+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:38:19+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:38:50+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:38:51+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:39:02+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:39:06+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:39:12+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:39:13+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:39:15+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:39:30+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:39:37+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:39:52+00:00 INFO Is weekly report enabled: enable
2023-01-05T20:40:07+00:00 INFO Is weekly report enabled: enable
